tipo,codigo,nome,populacao,obitos,obitos/habitante
1,2703601,Japaratinga (AL),8361,14,1674.4
1,2509396,Maturéia (PB),6569,11,1674.5
1,2403103,Currais Novos (RN),44786,75,1674.6
1,2206902,Novo Oriente do Piauí (PI),6565,11,1675.6
1,5101902,Brasnorte (MT),19695,33,1675.6
1,3123858,Entre Folhas (MG),5370,9,1676.0
1,3153103,Presidente Bernardes (MG),5369,9,1676.3
1,3129202,Heliodora (MG),6558,11,1677.3
1,4108502,General Carneiro (PR),13710,23,1677.6
1,2303956,Chorozinho (CE),20264,34,1677.9
1,1303908,São Paulo de Olivença (AM),39299,66,1679.4
1,2210508,São Pedro do Piauí (PI),14291,24,1679.4
1,3553302,Tambaú (SP),23207,39,1680.5
1,2406809,Lajes Pintadas (RN),4759,8,1681.0
1,3157401,Santa Cruz do Escalvado (MG),4758,8,1681.4
1,3532058,Motuca (SP),4758,8,1681.4
1,1300839,Caapiranga (AM),13081,22,1681.8
1,3118502,Consolação (MG),1783,3,1682.6
1,2201101,Avelino Lopes (PI),11289,19,1683.1
1,4317905,Santo Cristo (RS),14257,24,1683.4
1,1200252,Epitaciolândia (AC),18411,31,1683.8
1,4109302,Guaraniaçu (PR),12472,21,1683.8
1,3165909,Senador Modestino Gonçalves (MG),4156,7,1684.3
1,2602209,Bom Jardim (PE),39184,66,1684.4
1,5007802,Selvíria (MS),6529,11,1684.8
1,2800100,Amparo de São Francisco (SE),2374,4,1684.9
1,4303400,Caiçara (RS),4743,8,1686.7
1,2514602,São José do Bonfim (PB),3557,6,1686.8
1,5211602,Ivolândia (GO),2370,4,1687.8
1,5005681,Mundo Novo (MS),18366,31,1687.9
1,5212600,Mairipotaba (GO),2368,4,1689.2
1,4104428,Candói (PR),15979,27,1689.7
1,3508405,Cabreúva (SP),49707,84,1689.9
1,4205704,Garopaba (SC),23078,39,1689.9
1,2300705,Alto Santo (CE),17146,29,1691.4
1,2516805,Triunfo (PB),9455,16,1692.2
1,2610509,Passira (PE),28933,49,1693.6
1,1600808,Vitória do Jari (AP),15931,27,1694.8
1,4106852,Cruzmaltina (PR),2950,5,1694.9
1,4215406,Salto Veloso (SC),4718,8,1695.6
1,3205010,Sooretama (ES),30070,51,1696.0
1,1200302,Feijó (AC),34780,59,1696.4
1,5203401,Bom Jardim de Goiás (GO),8841,15,1696.6
1,4204905,Descanso (SC),8250,14,1697.0
1,2306108,Irauçuba (CE),24156,41,1697.3
1,3102506,Amparo do Serra (MG),4713,8,1697.4
1,3168903,Tiros (MG),6480,11,1697.5
1,4308102,Feliz (RS),13547,23,1697.8
1,2513307,Santa Helena (PB),5889,10,1698.1
1,4305207,Cerro Largo (RS),14133,24,1698.2
1,3554706,Torrinha (SP),10010,17,1698.3
1,3502903,Araçoiaba da Serra (SP),34146,58,1698.6
1,2807501,Tomar do Geru (SE),13536,23,1699.2
1,2916005,Itanhém (BA),19405,33,1700.6
1,5214705,Nova América (GO),2352,4,1700.7
1,3138807,Luz (MG),18215,31,1701.9
1,3520004,Igaraçu do Tietê (SP),24674,42,1702.2
1,2615607,Trindade (PE),30521,52,1703.7
1,3529807,Mineiros do Tietê (SP),12908,22,1704.4
1,2312809,Senador Sá (CE),7623,13,1705.4
1,4123808,Santa Izabel do Oeste (PR),14659,25,1705.4
1,4218806,Turvo (SC),12899,22,1705.6
1,2516904,Uiraúna (PB),15242,26,1705.8
1,3201605,Conceição da Barra (ES),31063,53,1706.2
1,3162575,São João do Manteninha (MG),5859,10,1706.8
1,3523602,Itirapina (SP),18157,31,1707.3
1,3551306,Sebastianópolis do Sul (SP),3513,6,1707.9
1,2600609,Alagoinha (PE),14636,25,1708.1
1,4120507,Primeiro de Maio (PR),11123,19,1708.2
1,4102752,Bela Vista da Caroba (PR),3511,6,1708.9
1,3111002,Campestre (MG),21055,36,1709.8
1,3541109,Presidente Alves (SP),4094,7,1709.8
1,4308656,Garruchos (RS),2924,5,1710.0
1,5103254,Colniza (MT),38582,66,1710.6
1,3541059,Pratânia (SP),5261,9,1710.7
1,4308607,Garibaldi (RS),35070,60,1710.9
1,4322376,Unistalda (RS),2338,4,1710.9
1,2113009,Vitorino Freire (MA),31523,54,1713.0
1,4121406,Realeza (PR),16922,29,1713.7
1,1507003,Santo Antônio do Tauá (PA),31482,54,1715.3
1,3533254,Novais (SP),5830,10,1715.3
1,4305173,Cerro Grande do Sul (RS),12239,21,1715.8
1,4322525,Vale Verde (RS),3497,6,1715.8
1,3150604,Piracema (MG),6409,11,1716.3
1,4304671,Capivari do Sul (RS),4660,8,1716.7
1,2408805,Parazinho (RN),5237,9,1718.5
1,2515708,Serra Grande (PB),2909,5,1718.8
1,2305605,Independência (CE),26178,45,1719.0
1,2309003,Mucambo (CE),14537,25,1719.7
1,5213087,Minaçu (GO),29070,50,1720.0
1,3513702,Descalvado (SP),33718,58,1720.1
1,1101104,Itapuã do Oeste (RO),10458,18,1721.2
1,5206503,Cromínia (GO),3486,6,1721.2
1,1507151,São Domingos do Araguaia (PA),25557,44,1721.6
1,3501400,Álvaro de Carvalho (SP),5227,9,1721.8
1,1711902,Lagoa da Confusão (TO),13357,23,1721.9
1,2305266,Ibaretama (CE),13353,23,1722.5
1,5107297,São José do Povo (MT),4063,7,1722.9
1,2406304,Lagoa de Pedras (RN),7544,13,1723.2
1,3146008,Ouro Fino (MG),33639,58,1724.2
1,2509206,Massaranduba (PB),13918,24,1724.4
1,4309506,Guarani das Missões (RS),7537,13,1724.8
1,5219506,Santa Rosa de Goiás (GO),2319,4,1724.9
1,2910206,Dom Macedo Costa (BA),4058,7,1725.0
1,3113206,Carandaí (MG),25501,44,1725.4
1,3512704,Corumbataí (SP),4055,7,1726.3
1,2307635,Madalena (CE),19691,34,1726.7
1,3304110,Porto Real (RJ),19683,34,1727.4
1,4206009,Governador Celso Ramos (SC),14471,25,1727.6
1,4211256,Morro Grande (SC),2893,5,1728.3
1,5216403,Paraúna (GO),10988,19,1729.2
1,3163805,São Miguel do Anta (MG),6938,12,1729.6
1,3131109,Inimutaba (MG),7515,13,1729.9
1,2311355,Quixelô (CE),16178,28,1730.7
1,1714203,Natividade (TO),9244,16,1730.9
1,4108601,Goioerê (PR),28884,50,1731.1
1,5222005,Vianópolis (GO),13863,24,1731.2
1,4210852,Mirim Doce (SC),2309,4,1732.4
1,2932002,Uauá (BA),24240,42,1732.7
1,2413409,Serra Negra do Norte (RN),8078,14,1733.1
1,4214904,Rio Fortuna (SC),4611,8,1735.0
1,2504306,Catolé do Rocha (PB),30546,53,1735.1
1,4317251,Santa Tereza (RS),1729,3,1735.1
1,3156205,Rochedo de Minas (MG),2305,4,1735.4
1,2912806,Ibirapuã (BA),8637,15,1736.7
1,4320701,Sobradinho (RS),14967,26,1737.2
1,2613404,São José da Coroa Grande (PE),21298,37,1737.3
1,3101631,Alfredo Vasconcelos (MG),6907,12,1737.4
1,3205150,Vila Pavão (ES),9208,16,1737.6
1,1502608,Colares (PA),12085,21,1737.7
1,5107875,Sapezal (MT),25881,45,1738.7
1,2603900,Carnaíba (PE),19551,34,1739.0
1,2301950,Barreira (CE),22425,39,1739.1
1,3542909,Ribeirão Bonito (SP),13219,23,1739.9
1,4206504,Guaramirim (SC),44819,78,1740.3
1,3107802,Bom Jesus do Galho (MG),14935,26,1740.9
1,2407252,Major Sales (RN),4020,7,1741.3
1,2511301,Piancó (PB),16075,28,1741.8
1,2605004,Cupira (PE),24107,42,1742.2
1,1702901,Axixá do Tocantins (TO),9756,17,1742.5
1,4210209,Major Gercino (SC),3442,6,1743.2
1,3155702,Rio Piracicaba (MG),14339,25,1743.5
1,5200175,Água Fria de Goiás (GO),5735,10,1743.7
1,4206603,Guarujá do Sul (SC),5160,9,1744.2
1,2600104,Afogados da Ingazeira (PE),37259,65,1744.5
1,3161650,São Geraldo do Baixio (MG),4012,7,1744.8
1,2613107,São Caitano (PE),37245,65,1745.2
1,4111308,Itaúna do Sul (PR),2865,5,1745.2
1,4312054,Marques de Souza (RS),4009,7,1746.1
1,2414902,Viçosa (RN),1718,3,1746.2
1,5007109,Ribas do Rio Pardo (MS),24615,43,1746.9
1,3527256,Lourdes (SP),2289,4,1747.5
1,4304614,Canudos do Vale (RS),1716,3,1748.3
1,4214102,Presidente Nereu (SC),2287,4,1749.0
1,2301802,Baixio (CE),6288,11,1749.4
1,3136009,Joaíma (MG),15432,27,1749.6
1,2607307,Ipubi (PE),30854,54,1750.2
1,3171105,Veríssimo (MG),3999,7,1750.4
1,5000609,Amambai (MS),39396,69,1751.4
1,5102603,Campinápolis (MT),15980,28,1752.2
1,4322806,Veranópolis (RS),26241,46,1753.0
1,4322202,Tupanciretã (RS),23948,42,1753.8
1,3105707,Barra Longa (MG),5131,9,1754.0
1,4205456,Forquilhinha (SC),26793,47,1754.2
1,1504109,Magalhães Barata (PA),8548,15,1754.8
1,3156908,Sacramento (MG),26185,46,1756.7
1,2705903,Olho d'Água Grande (AL),5123,9,1756.8
1,4213351,Ponte Alta do Norte (SC),3414,6,1757.5
1,5100359,Alto Boa Vista (MT),6822,12,1759.0
1,2512804,Riacho dos Cavalos (PB),8526,15,1759.3
1,1304237,Tonantins (AM),18755,33,1759.5
1,2802700,Ilha das Flores (SE),8520,15,1760.6
1,2611533,Quixaba (PE),6813,12,1761.3
1,3148905,Pedra do Indaiá (MG),3972,7,1762.3
1,4206306,Guabiruba (SC),23832,42,1762.3
1,4311205,Júlio de Castilhos (RS),19293,34,1762.3
1,5000856,Angélica (MS),10780,19,1762.5
1,5210802,Itajá (GO),4539,8,1762.5
1,4213203,Pomerode (SC),33447,59,1764.0
1,2931707,Terra Nova (BA),13033,23,1764.8
1,4308078,Fazenda Vilanova (RS),4533,8,1764.8
1,2804607,Nossa Senhora das Dores (SE),26629,47,1765.0
1,2402501,Carnaubais (RN),10759,19,1766.0
1,2307106,Jardim (CE),27174,48,1766.4
1,1508084,Tucumã (PA),39602,70,1767.6
1,3505609,Barrinha (SP),32812,58,1767.6
1,2607802,Itaquitinga (PE),16955,30,1769.4
1,3119104,Corinto (MG),23731,42,1769.8
1,2918902,Lajedão (BA),3955,7,1769.9
1,1400233,Caroebe (RR),10169,18,1770.1
1,5205471,Chapadão do Céu (GO),10167,18,1770.4
1,4107736,Fernandes Pinheiro (PR),5646,10,1771.2
1,5004502,Itaporã (MS),24839,44,1771.4
1,3152709,Prados (MG),9031,16,1771.7
1,4312153,Mato Leitão (RS),4515,8,1771.9
1,1502905,Curuçá (PA),40066,71,1772.1
1,5103379,Cotriguaçu (MT),19750,35,1772.2
1,3114907,Casa Grande (MG),2257,4,1772.3
1,3536307,Patrocínio Paulista (SP),14670,26,1772.3
1,4104600,Capitão Leônidas Marques (PR),15780,28,1774.4
1,2509701,Monteiro (PB),33222,59,1775.9
1,3546207,Santa Cruz da Conceição (SP),4503,8,1776.6
1,4218251,Timbó Grande (SC),7877,14,1777.3
1,4114500,Manoel Ribas (PR),13502,24,1777.5
1,5002159,Bodoquena (MS),7875,14,1777.8
1,1503200,Igarapé-Açu (PA),38807,69,1778.0
1,4208609,Jaborá (SC),3936,7,1778.5
1,3150307,Piedade do Rio Grande (MG),4497,8,1779.0
1,3161502,São Geraldo (MG),12366,22,1779.1
1,2410207,Portalegre (RN),7867,14,1779.6
1,2910909,Firmino Alves (BA),5617,10,1780.3
1,2405405,Japi (RN),5055,9,1780.4
1,2510006,Nazarezinho (PB),7301,13,1780.6
1,4209201,Lacerdópolis (SC),2246,4,1780.9
1,4216404,São João do Sul (SC),7297,13,1781.6
1,1700301,Aguiarnópolis (TO),6733,12,1782.3
1,3169505,Tumiritinga (MG),6732,12,1782.5
1,3100807,Aguanil (MG),4486,8,1783.3
1,4109104,Guaporema (PR),2243,4,1783.3
1,4319711,São Valentim do Sul (RS),2242,4,1784.1
1,5005400,Maracaju (MS),47083,84,1784.1
1,3164902,São Sebastião do Rio Verde (MG),2241,4,1784.9
1,3169802,Turvolândia (MG),5040,9,1785.7
1,4201653,Arvoredo (SC),2240,4,1785.7
1,3302452,Macuco (RJ),5599,10,1786.0
1,4118808,Peabiru (PR),13996,25,1786.2
1,3127503,Gonzaga (MG),6158,11,1786.3
1,2500601,Alhandra (PB),19588,35,1786.8
1,3134608,Jaboticatubas (MG),20143,36,1787.2
1,3151503,Piumhi (MG),34691,62,1787.2
1,2500734,Amparo (PB),2238,4,1787.3
1,2911006,Floresta Azul (BA),10629,19,1787.6
1,3517901,Guaraci (SP),11188,20,1787.6
1,3523503,Itatinga (SP),20697,37,1787.7
1,3155405,Rio Novo (MG),8949,16,1787.9
1,2903300,Barro Preto (BA),5591,10,1788.6
1,3130101,Igarapé (MG),43045,77,1788.8
1,4203105,Caibi (SC),6148,11,1789.2
1,3127370,Goiabeira (MG),3353,6,1789.4
1,2926202,Riachão das Neves (BA),22339,40,1790.6
1,4110904,Itaguajé (PR),4466,8,1791.3
1,1100098,Espigão D'Oeste (RO),32374,58,1791.6
1,1507961,Terra Alta (PA),11720,21,1791.8
1,1303106,Nova Olinda do Norte (AM),37378,67,1792.5
1,2300507,Alcântaras (CE),11714,21,1792.7
1,2400802,Angicos (RN),11714,21,1792.7
1,4211405,Nova Erechim (SC),5019,9,1793.2
1,3110608,Cambuí (MG),29551,53,1793.5
1,4110409,Indianópolis (PR),4457,8,1794.9
1,1714302,Nazaré (TO),3898,7,1795.8
1,4204350,Cordilheira Alta (SC),4453,8,1796.5
1,5103452,Denise (MT),9462,17,1796.7
1,2933455,Wanderley (BA),12238,22,1797.7
1,5204409,Caiapônia (GO),18913,34,1797.7
1,2209559,São Braz do Piauí (PI),4448,8,1798.6
1,5002803,Caracol (MS),6116,11,1798.6
1,2310852,Pindoretama (CE),20567,37,1799.0
1,4311007,Jaguarão (RS),26680,48,1799.1
1,4216107,São Domingos (SC),9445,17,1799.9
1,3110905,Campanha (MG),16665,30,1800.2
1,5006275,Paraíso das Águas (MS),5555,10,1800.2
1,3508801,Cafelândia (SP),17767,32,1801.1
1,3516507,Gabriel Monteiro (SP),2776,5,1801.2
1,3107901,Bom Repouso (MG),10547,19,1801.5
1,2110906,São Francisco do Maranhão (MA),12210,22,1801.8
1,4112306,Japira (PR),4994,9,1802.2
1,1504752,Mojuí dos Campos (PA),16084,29,1803.0
1,3133303,Itaobim (MG),21062,38,1804.2
1,3538907,Pirajuí (SP),25492,46,1804.5
1,4305124,Cerrito (RS),6091,11,1805.9
1,2311504,Quixeré (CE),22149,40,1806.0
1,5217302,Pirenópolis (GO),24908,45,1806.6
1,4314308,Pejuçara (RS),3874,7,1806.9
1,4304101,Campos Borges (RS),3320,6,1807.2
1,4218202,Timbó (SC),44238,80,1808.4
1,2300150,Acarape (CE),14929,27,1808.6
1,5214507,Nerópolis (GO),29850,54,1809.0
1,2307007,Jaguaruana (CE),33705,61,1809.8
1,2205409,Joaquim Pires (PI),14354,26,1811.3
1,3538808,Piraju (SP),29806,54,1811.7
1,2805505,Poço Verde (SE),23728,43,1812.2
1,3540507,Porangaba (SP),9925,18,1813.6
1,4103602,Cambará (PR),25360,46,1813.9
1,3546900,Santa Lúcia (SP),8817,16,1814.7
1,3168408,Tarumirim (MG),14326,26,1814.9
1,3149606,Pequi (MG),4406,8,1815.7
1,4323507,Vista Alegre (RS),2752,5,1816.9
1,2516003,Solânea (PB),26407,48,1817.7
1,2201705,Bertolínia (PI),5501,10,1817.9
1,3304128,Quatis (RJ),14302,26,1817.9
1,2414704,Várzea (RN),5500,10,1818.2
1,5007505,Rochedo (MS),5499,10,1818.5
1,2804458,Nossa Senhora Aparecida (SE),8796,16,1819.0
1,3147501,Passabém (MG),1649,3,1819.3
1,4312179,Mato Queimado (RS),1648,3,1820.4
1,3170800,Várzea da Palma (MG),39493,72,1823.1
1,3514601,Dumont (SP),9868,18,1824.1
1,1200450,Senador Guiomard (AC),23024,42,1824.2
1,4321352,Tavares (RS),5481,10,1824.5
1,3128105,Guapé (MG),14245,26,1825.2
1,3522000,Itaju (SP),3835,7,1825.3
1,2928059,Santa Luzia (BA),12597,23,1825.8
1,3122900,Dona Eusébia (MG),6572,12,1825.9
1,5104526,Ipiranga do Norte (MT),7667,14,1826.0
1,4104055,Campo Bonito (PR),3833,7,1826.2
1,2301257,Ararendá (CE),10935,20,1829.0
1,4106209,Contenda (PR),18584,34,1829.5
1,4303558,Camargo (RS),2733,5,1829.5
1,4316733,Santa Cecília do Sul (RS),1639,3,1830.4
1,3200102,Afonso Cláudio (ES),30586,56,1830.9
1,2914653,Itabela (BA),30584,56,1831.0
1,3534906,Pacaembu (SP),14197,26,1831.4
1,4214003,Presidente Getúlio (SC),17471,32,1831.6
1,4204152,Celso Ramos (SC),2728,5,1832.8
1,3104403,Argirita (MG),2727,5,1833.5
1,2604908,Cumaru (PE),10906,20,1833.9
1,3170503,Urucânia (MG),10358,19,1834.3
1,4319802,São Vicente do Sul (RS),8721,16,1834.7
1,4123824,Santa Lúcia (PR),3813,7,1835.8
1,5106240,Nova Ubiratã (MT),11982,22,1836.1
1,1721208,Tocantinópolis (TO),22870,42,1836.5
1,5007208,Rio Brilhante (MS),37514,69,1839.3
1,4314027,Paraíso do Sul (RS),7611,14,1839.4
1,2501534,Baraúna (PB),4892,9,1839.7
1,3519253,Iaras (SP),9240,17,1839.8
1,4107306,Doutor Camargo (PR),5979,11,1839.8
1,2805000,Pedra Mole (SE),3261,6,1839.9
1,3117900,Congonhal (MG),11950,22,1841.0
1,1716505,Pedro Afonso (TO),13578,25,1841.2
1,2932507,Una (BA),19002,35,1841.9
1,2412708,São Pedro (RN),5971,11,1842.2
1,3520608,Indiana (SP),4885,9,1842.4
1,4319109,São Martinho (RS),5426,10,1843.0
1,2803609,Laranjeiras (SE),29826,55,1844.0
1,3109006,Brumadinho (MG),40103,74,1845.2
1,4211603,Nova Veneza (SC),15166,28,1846.2
1,1304260,Uarini (AM),13540,25,1846.4
1,5213004,Maurilândia (GO),14080,26,1846.6
1,3105400,Barão de Cocais (MG),32485,60,1847.0
1,1506104,Primavera (PA),10825,20,1847.6
1,2304509,Frecheirinha (CE),14072,26,1847.6
1,4202156,Belmonte (SC),2706,5,1847.7
1,2306603,Itatira (CE),21647,40,1847.8
1,3304755,São Francisco de Itabapoana (RJ),42205,78,1848.1
1,4300307,Alecrim (RS),5950,11,1848.7
1,3117504,Conceição do Mato Dentro (MG),17842,33,1849.6
1,3156304,Rodeiro (MG),8109,15,1849.8
1,4302352,Bom Princípio (RS),14055,26,1849.9
1,2513901,São Bento (PB),34031,63,1851.3
1,4126801,Tapejara (PR),16205,30,1851.3
1,4308458,Fortaleza dos Valos (RS),4320,8,1851.9
1,2916302,Itapebi (BA),10259,19,1852.0
1,5106265,Novo Mundo (MT),9178,17,1852.3
1,4112504,Jardim Alegre (PR),11328,21,1853.8
1,4321402,Tenente Portela (RS),13485,25,1853.9
1,2405702,Jardim do Seridó (RN),12396,23,1855.4
1,2500908,Arara (PB),13470,25,1856.0
1,1101559,Teixeirópolis (RO),4308,8,1857.0
1,3137700,Lajinha (MG),19923,37,1857.2
1,3130507,Ilicínea (MG),12375,23,1858.6
1,3545506,Sandovalina (SP),4302,8,1859.6
1,4322541,Vale Real (RS),5913,11,1860.3
1,2302909,Capistrano (CE),17738,33,1860.4
1,3131604,Iraí de Minas (MG),6987,13,1860.6
1,2205508,José de Freitas (PI),39208,73,1861.9
1,3144201,Nacip Raydan (MG),3220,6,1863.4
1,5001003,Aparecida do Taboado (MS),25745,48,1864.4
1,2906709,Cândido Sales (BA),25189,47,1865.9
1,2313757,Umirim (CE),19825,37,1866.3
1,3119807,Córrego Danta (MG),3215,6,1866.3
1,3515129,Emilianópolis (SP),3214,6,1866.8
1,2206720,Nazária (PI),8570,16,1867.0
1,2311108,Porteiras (CE),14996,28,1867.2
1,5006903,Porto Murtinho (MS),17131,32,1868.0
1,4212304,Paulo Lopes (SC),7494,14,1868.2
1,4313037,Nova Esperança do Sul (RS),5352,10,1868.5
1,4311155,Jóia (RS),8560,16,1869.2
1,2201200,Barras (PI),47066,88,1869.7
1,4105300,Céu Azul (PR),11765,22,1870.0
1,3550001,São Luiz do Paraitinga (SP),10687,20,1871.4
1,4122107,Rio Bom (PR),3203,6,1873.2
1,1101757,Vale do Anari (RO),11204,21,1874.3
1,5218706,Rianápolis (GO),4801,9,1874.6
1,4201273,Arabutã (SC),4267,8,1874.9
1,2200509,Amarante (PI),17598,33,1875.2
1,3120201,Cristais (MG),12798,24,1875.3
1,3105202,Bandeira (MG),4795,9,1877.0
1,2504801,Coremas (PB),15445,29,1877.6
1,5005004,Jardim (MS),26097,49,1877.6
1,4124905,São João do Caiuá (PR),5855,11,1878.7
1,5101407,Aripuanã (MT),22354,42,1878.9
1,3541604,Promissão (SP),40432,76,1879.7
1,2504108,Carrapateira (PB),2659,5,1880.4
1,4104105,Campo do Tenente (PR),7971,15,1881.8
1,4203907,Capinzal (SC),22848,43,1882.0
1,4206405,Guaraciaba (SC),10090,19,1883.1
1,1507102,São Caetano de Odivelas (PA),18050,34,1883.7
1,4120408,Presidente Castelo Branco (PR),5306,10,1884.7
1,4101606,Arapoti (PR),28115,53,1885.1
1,4314159,Paverama (RS),8487,16,1885.2
1,3162948,São José da Barra (MG),7426,14,1885.3
1,2210300,São Julião (PI),6363,12,1885.9
1,3155306,Rio Manso (MG),5832,11,1886.1
1,4115754,Mauá da Serra (PR),10601,20,1886.6
1,2309300,Nova Russas (CE),32328,61,1886.9
1,3527900,Lutécia (SP),2649,5,1887.5
1,3503109,Arandu (SP),6357,12,1887.7
1,3162104,São Gotardo (MG),35469,67,1889.0
1,2403608,Extremoz (RN),28583,54,1889.2
1,3519006,Herculândia (SP),9526,18,1889.6
1,3119906,Córrego do Bom Jesus (MG),3704,7,1889.8
1,4322905,Viadutos (RS),4756,9,1892.3
1,5220009,São João d'Aliança (GO),13740,26,1892.3
1,1101401,Monte Negro (RO),15852,30,1892.5
1,3108107,Bonfim (MG),6868,13,1892.8
1,3546009,Santa Branca (SP),14788,28,1893.4
1,5106315,Novo Santo Antônio (MT),2640,5,1893.9
1,1504604,Mocajuba (PA),31136,59,1894.9
1,1502772,Curionópolis (PA),17929,34,1896.4
1,5108006,Tapurah (MT),13705,26,1897.1
1,2511202,Pedras de Fogo (PB),28458,54,1897.5
1,4312617,Muitos Capões (RS),3162,6,1897.5
1,2605400,Feira Nova (PE),22131,42,1897.8
1,2919959,Maetinga (BA),3161,6,1898.1
1,4306304,David Canabarro (RS),4740,9,1898.7
1,2801405,Carira (SE),22082,42,1902.0
1,2803906,Malhador (SE),12618,24,1902.0
1,2402303,Caraúbas (RN),20493,39,1903.1
1,4207106,Ilhota (SC),14184,27,1903.6
1,3122470,Dom Bosco (MG),3677,7,1903.7
1,4107157,Diamante D'Oeste (PR),5253,10,1903.7
1,4209177,Jupiá (SC),2101,4,1903.9
1,3172103,Volta Grande (MG),5252,10,1904.0
1,2105153,Igarapé do Meio (MA),14177,27,1904.5
1,2204501,Guadalupe (PI),10499,20,1904.9
1,4302154,Boa Vista das Missões (RS),2098,4,1906.6
1,3204252,Ponto Belo (ES),7863,15,1907.7
1,1301001,Carauari (AM),28294,54,1908.5
1,4116703,Nova Aurora (PR),10472,20,1909.9
1,3532157,Nantes (SP),3141,6,1910.2
1,4319406,São Pedro do Sul (RS),16198,31,1913.8
1,4315453,Relvado (RS),2090,4,1913.9
1,3105301,Bandeira do Sul (MG),5746,11,1914.4
1,4114401,Mangueirinha (PR),16714,32,1914.6
1,4201307,Araquari (SC),38129,73,1914.6
1,3510153,Canitar (SP),5216,10,1917.2
1,2509800,Mulungu (PB),9902,19,1918.8
1,4109658,Honório Serpa (PR),5211,10,1919.0
1,4308201,Flores da Cunha (RS),30745,59,1919.0
1,2503506,Cacimba de Dentro (PB),17187,33,1920.1
1,1707306,Dueré (TO),4686,9,1920.6
1,1706100,Cristalândia (TO),7289,14,1920.7
1,4315156,Progresso (RS),6244,12,1921.8
1,3132800,Itambé do Mato Dentro (MG),2081,4,1922.2
1,3305307,São Sebastião do Alto (RJ),9357,18,1923.7
1,3162005,São Gonçalo do Sapucaí (MG),25449,49,1925.4
1,5105309,Luciara (MT),2077,4,1925.9
1,2806404,Santana do São Francisco (SE),7780,15,1928.0
1,3514502,Duartina (SP),12445,24,1928.5
1,3551504,Serrana (SP),45107,87,1928.7
1,3525201,Jarinu (SP),30044,58,1930.5
1,4100707,Alto Piquiri (PR),9836,19,1931.7
1,3150208,Piedade de Ponte Nova (MG),4140,8,1932.4
1,4200200,Agrolândia (SC),10864,21,1933.0
1,3110301,Caldas (MG),14480,28,1933.7
1,3544905,Sales Oliveira (SP),11890,23,1934.4
1,1300508,Barreirinha (AM),32041,62,1935.0
1,5220157,São Luiz do Norte (GO),5167,10,1935.4
1,5101001,Araguaiana (MT),3100,6,1935.5
1,5204300,Caçu (GO),16009,31,1936.4
1,3108909,Brazópolis (MG),14459,28,1936.5
1,2208700,Redenção do Gurguéia (PI),8778,17,1936.7
1,3205069,Venda Nova do Imigrante (ES),25277,49,1938.5
1,5004601,Itaquiraí (MS),21142,41,1939.3
1,5201801,Aragoiânia (GO),10308,20,1940.2
1,3159357,Santa Rita de Minas (MG),7212,14,1941.2
1,1100346,Alvorada D'Oeste (RO),14411,28,1943.0
1,2919926,Madre de Deus (BA),21093,41,1943.8
1,2503605,Caiçara (PB),7201,14,1944.2
1,4312427,Mormaço (RS),3085,6,1944.9
1,1200807,Porto Acre (AC),18504,36,1945.5
1,2205706,Luís Correia (PI),30311,59,1946.5
1,3151305,Piraúba (MG),10787,21,1946.8
1,3549201,São João das Duas Pontes (SP),2568,5,1947.0
1,3553005,Taguaí (SP),13859,27,1948.2
1,2413805,Taboleiro Grande (RN),2566,5,1948.6
1,3554508,Tietê (SP),42076,82,1948.9
1,5211305,Itarumã (GO),7178,14,1950.4
1,5221700,Uruana (GO),13843,27,1950.4
1,2412807,São Rafael (RN),8202,16,1950.7
1,2707800,Roteiro (AL),6664,13,1950.8
1,2807105,Simão Dias (SE),40484,79,1951.4
1,1507409,São Francisco do Pará (PA),15882,31,1951.9
1,3156601,Rubim (MG),10241,20,1952.9
1,4126702,Tamboara (PR),5120,10,1953.1
1,1400456,Pacaraima (RR),17401,34,1953.9
1,2209906,São João da Serra (PI),6139,12,1954.7
1,5006408,Pedro Gomes (MS),7674,15,1954.7
1,2205524,Júlio Borges (PI),5627,11,1954.9
1,4319158,São Miguel das Missões (RS),7673,15,1954.9
1,4314506,Pinheiro Machado (RS),12271,24,1955.8
1,1400472,Rorainópolis (RR),30163,59,1956.0
1,4125001,São João do Ivaí (PR),10219,20,1957.1
1,5203559,Bonfinópolis (GO),9706,19,1957.6
1,3301207,Carmo (RJ),18895,37,1958.2
1,4306403,Dois Irmãos (RS),32671,64,1958.9
1,4318432,São João do Polêsine (RS),2552,5,1959.2
1,4126678,Tamarana (PR),14797,29,1959.9
1,3544301,Roseira (SP),10712,21,1960.4
1,3146602,Paiva (MG),1529,3,1962.1
1,4312385,Monte Belo do Sul (RS),2548,5,1962.3
1,2201572,Belém do Piauí (PI),3566,7,1963.0
1,2920403,Manoel Vitorino (BA),13240,26,1963.7
1,2929503,São Sebastião do Passé (BA),44300,87,1963.9
1,3503703,Ariranha (SP),9668,19,1965.2
1,4107108,Diamante do Norte (PR),5087,10,1965.8
1,1100908,Castanheiras (RO),3052,6,1965.9
1,2502508,Boqueirão (PB),17804,35,1965.9
1,2310308,Parambu (CE),31521,62,1966.9
1,2804300,Muribeca (SE),7625,15,1967.2
1,4121109,Quinta do Sol (PR),4573,9,1968.1
1,4312005,Mariano Moro (RS),2031,4,1969.5
1,4124707,São Jerônimo da Serra (PR),11170,22,1969.6
